gene_name,HH003_K_SA_S8
DEPDC1B,32.581999999999994
AC004837.3,2.0
RPS10P7,32.101
MRPL23-AS1,3.0
RNA5SP490,0.0
AC007009.1,0.0
LRRTM4,55.728
PRR15L,0.0
GJB5,0.0
MBD2,32.0
SLC35E4,22.707
AC138230.1,25.315
AC068790.6,0.0
ZNF23,53.25
CYP2A7P2,0.0
AC011489.1,1.0
ZNF250,42.120000000000005
MTND2P12,9.05
RNU6-534P,1.0
AC046176.1,4.255
PSMA6P4,2.0
AC098484.1,0.0
PCDH7,30.1
SNORD115-28,1.0
GOLGA6B,4.111
CCDC74BP1,0.0
PTK7,38.131
RPL12P33,0.0
TRAJ7,0.0
AC131902.1,1.0
AP005062.1,0.0
CYB5R2,23.067999999999998
ITGB5,19.596
AC105137.1,0.0
RNA5SP460,0.0
CARD8-AS1,56.156000000000006
AC009961.2,0.0
CLEC4G,4.0
AC244034.3,41.456
OR13C5,0.0
USP39,23.046
CFL2,30.008000000000003
AL117190.3,0.0
AC108206.1,6.0
RHBDL3,14.999999999999998
GORASP1,25.0
HNRNPA0,94.0
GTF2IP4,33.452
RAB9AP1,7.0
DDX60,44.001
AL158152.1,26.0
CYP21A1P,1.037
PIGX,82.045
AC025917.1,10.0
SECISBP2L,146.41
ATP5A1P4,10.0
AL606753.1,0.0
GTF2IP14,5.729
ZNF275,15.0
MIR302E,0.0
SSR2,100.135
AC022239.4,3.0
AL445646.1,0.0
AC136628.3,0.0
RPS7,53.394999999999996
AC027176.3,11.552
Z99943.1,4.06
AC073218.2,7.965
AC139887.1,0.0
RFPL4AP5,0.0
TICRR,27.0
AL157359.2,5.0
MAN1C1,47.049
AC025809.2,6.0
RPS17P5,0.0
AL353770.1,0.0
ZNF519P4,1.0
RNF212B,8.157
AC114947.1,12.0
AC002451.1,18.0
ABHD1,32.604
AC133435.1,0.0
LCTL,17.634
AC006033.2,5.0
PHLDA3,16.009
AC105760.1,1.051
AL133346.1,1.0
PDK2,19.58
SYTL5,7.0
AC123904.2,1.0
ZNF443,7.705
FBL,21.754
AC048341.2,43.896
RNU6-856P,0.0
EEF1A1P9,1.156
ST7-OT4_2,0.0
PIKFYVE,120.03999999999999
LRRC41,64.027
RN7SL28P,0.0
AC004069.1,23.908
CARD18,2.0
CCDC103,10.0
hsa-mir-4776-1,0.0
USP17L15,0.0
AC005077.3,0.0
TMEM30CP,2.0
AC062015.1,2.0
RNU2-53P,0.0
PSMD8P1,1.0
AC022167.5,9.185
RNU2-54P,4.0
AC009097.1,6.0
GUCA1A,2.0
AL162171.2,1.0
ACSL5,18.0
ZNF736P1Y,13.481
AL161431.1,332.51199999999994
AC245369.4,0.0
RNU6-457P,0.0
RN7SL398P,8.413
HMGB3P22,1.0
NOTCH1,171.999
ORC4,2711.631
AC244452.3,1.0
LSM14B,17.0
NTF4,3.279
RN7SKP44,9.0
BRD7P1,4.0
POTEH-AS1,16.647000000000002
CEL,8.013
AC083973.1,10.620000000000001
AC104447.1,11.165999999999999
MIR497,0.0
TIMM21,34.192
SLC7A4,1.0
STK17B,335.68199999999996
RNU7-46P,0.0
OR7E163P,4.29
AC108477.1,3.0
AC003098.1,0.0
ZSCAN18,38.525000000000006
AC011456.1,0.0
AC009108.1,0.0
THRA,26.095
AL158070.1,0.0
AL096799.1,2.0
MIB2,26.193
TRAV7,2.0
AC004477.3,6.0
AC090954.1,1.0
AC099654.15,2.0
AC073111.1,1.0
FAM87A,11.072000000000001
PLEKHG6,14.064
MIR3145,0.0
AC209154.1,0.0
KRT18,13.0
HOXA10,8.0
AC007223.1,0.0
LINC01148,5.47
ZNF663P,4.458
AL606752.1,1.0
AC067930.6,4.196000000000001
SPTAN1,101.283
PRSS30P,5.0
AC098484.2,3.0
AC026427.1,0.0
PLAC4,13.952
AC093840.1,0.0
AC011008.1,1.0
LINC01943,4.0
CYP2AC1P,5.0
AL353608.4,57.0
HBB,191822.54200000002
ARL2BPP7,3.0
AP003122.2,2.0
AL606490.6,0.0
RPL21P110,0.0
ZNRF2,47.265
AC002558.2,5.0
AC096576.3,7.0
AC000362.1,1.0
IMPDH2,12.0
RN7SKP142,0.0
AC011495.2,1.0
ICAM5,10.0
AC091135.1,3.0
MARS2,11.0
AC095038.1,3.116
AC087894.1,95.412
AC019226.1,9.0
RSRP1,376.319
MTHFD2P7,0.0
AC022126.1,2.0
AL365436.1,0.0
ZBTB34,79.0
AC093762.2,1.0
AL117382.2,0.0
AL691426.1,1.0
AC008446.1,2.0
UQCR10,9.0
AC069234.1,0.0
AC136475.3,18.0
AL030996.1,1.0
AC124947.1,1.0
SNORD113-6,3.0
POFUT2,15.999
ZCRB1,24.0
AC013355.1,1.0
ZNF737,41.111000000000004
SPRY4-AS1,2.0
AC107976.1,1.0
GBA,24.075
AC016708.1,157.955
AC093458.2,6.0
OR7G2,21.479
CDK4P1,25.0
AC104651.2,0.0
AC019205.2,90.90700000000001
RNU6-1131P,0.0
AC105219.1,8.389
LRCH1,41.001
ZNF705CP,3.2680000000000002
PSMG3,21.384999999999998
BCRP3,9.781
SPINK9,111.694
AC022106.2,2.0
OR51E1,11.0
RNA5SP224,0.0
AC039056.2,4.0
RNU6-847P,0.0
MMP2,15.0
CHAMP1,42.434
ZNF346-IT1,6.124
HIGD1AP9,5.0
FOXD4,5.568
OR2T33,47.145
KRT71,1.0
TECPR2,111.61
MIR4474,0.0
PRDX2,15.025
MRGPRX4,3.0
MTMR4,47.187000000000005
GYPB,173.681
AC092647.5,0.0
ADGRG3,87.0
PGBD2,115.562
AL109933.3,0.0
MS4A4E,12.172999999999998
AC087521.2,8.0
CD226,98.143
CYP4A22-AS1,127.35700000000001
OR7E158P,1.0
AL118508.4,19.0
SSX6,7.165
FAM71A,4.0
AC092171.4,9.0
FAM213AP2,0.0
ZNF969P,27.139
UNQ6494,2.0
DSCAM-IT1,0.0
AC012050.1,1.0
DHX36,105.60300000000001
MYD88,93.0
CDKN2AIPNL,14.370999999999999
SLC35E1P1,1.0
LYRM2,84.68
GK3P,4.963
AC092746.1,9.0
LINC01799,15.0
LINC02276,0.0
AC020898.1,4.6339999999999995
TRAJ20,0.0
HOXB9,6.0
FIZ1,24.000000000000004
AL451060.1,3.0
MIR548X2,4.0
LINC01766,2.0
AC096745.1,0.0
AC139712.2,1.0
AL359915.1,0.0
AC092964.1,13.0
AC008695.1,0.0
HPYR1,4.0
AP000424.1,3.0
ODF2-AS1,0.0
AL512662.1,44.97
SLC23A2,48.0
AC024681.1,2.0
DMRTC1B,19.394000000000002
SLC35A4,9.0
AP001107.6,0.0
CRIP1P1,0.0
AL359641.1,113.53399999999999
DICER1,174.999
AC146944.4,17.657
NOTCH2NL,199.877
RNU6-396P,0.0
ZNF229,19.682000000000002
AC022201.2,1.0
AC211486.4,0.0
GAPDHP54,1.0
SF3A3,30.51
AC009567.2,0.0
SETP21,5.221
RFPL3-AS1_2,0.0
NPIPB2,22.311000000000003
AL024498.1,10.0
VGLL2,8.0
SNORD84,11.937999999999999
RNF17,20.0
MIR6079,0.0
SLC7A8,13.001
AL136307.1,0.0
C7orf69,11.136000000000001
CLDN16,14.690999999999999
PPP4R1-AS1,2.0
AC090948.1,1.0
RNY3,2952.0640000000003
AC025038.1,1.0
SRGAP3-AS1,0.0
DOCK11,102.333
AL137067.1,4.0
AL662884.1,28.636999999999997
AL138689.1,11.0
UGT3A1,31.0
ELAVL2,39.555
SERTAD2,28.0
TP53TG3D,9.526
MIR3655,0.0
BMP6,10.0
UQCRBP1,3.0
RNU6-1093P,0.0
MIR4419B,0.0
TTTY7,2.5
RNA5SP467,2.0
LDHAP1,2.0
AC093734.1,0.0
RN7SL446P,0.0
AC069280.1,5.0
AP003038.1,3.0
RNU6-922P,0.0
AC116345.1,4.194
AC009234.1,4.0
LINC00221,133.363
IL22RA2,16.0
AL136454.1,5.882999999999999
LINC01956,1.0
AL031430.1,62.0
MTND5P35,1.0
LINC00559,16.63
PTPRG-AS1,24.17
NSFL1C,35.0
MAGEB6P1,0.0
RPL7P28,7.0
AC084756.1,1.0
PHKG1P4,0.0
AC117434.1,3.0
RN7SKP150,0.0
AC009237.16,1.124
DZIP1L,15.001
AC090820.1,2.0
LINC00311,31.914
RPL7P45,4.0
ERLIN1,35.0
ZMIZ1,58.0
MPP5,47.334
DAW1,17.119999999999997
AC090774.1,1.0
AL139352.1,3.0
MIR4647,0.0
RNA5SP33,0.0
AC008764.9,7.0
AC007527.1,2.0
SERPINA3,10.691
RNU6-298P,0.0
SPATA31D5P,11.265999999999998
RNU7-134P,0.0
BX679664.1,2.0
RNU6-306P,0.0
FBXO15,664.3109999999999
AC099684.2,7.992999999999999
ASB11,16.628
AC078785.2,2.1390000000000002
AL117382.1,5.0
RNF144A-AS1,47.645
MIR6800,2.0
AL591895.1,1.0
AL356740.1,4.0
LMBRD1,59.0
RNA5SP64,0.0
UBTD2,8.138
TCEAL4,9.0
AL353763.2,70.0
OR6C70,1.0
AP000808.1,17.0
UBR2,254.02100000000002
PPIAP16,2.0
OR8I1P,2.0
AC040975.1,3.0
AC010632.1,0.0
CT47B1,4.105
MTCYBP38,1.0
CATIP-AS1,2.0
SLC25A5,7.0
AC090198.1,35.248000000000005
DPP9-AS1,4.0
ABHD10,22.0
ST7-OT4_4,0.858
RN7SKP277,2.0
DLGAP2,51.0
PLGRKT,3.0
HNRNPA1P1,6.0
AWAT2,1.0
AC008555.1,5.0
ARHGAP42,31.458000000000002
C1QL3,9.0
AC022001.3,2.0
RNU1-149P,3.9619999999999997
LINC00333,1.0
AC003043.1,0.0
IFNL1,2.0
LINC01629,3.0
AC009803.3,9.863999999999999
SCARNA10,436.014
AL031714.1,15.751
AC021171.1,5.0
USP8,485.82199999999995
AC093525.10,19.208
ESPN,6.0
MATN1,19.241
SNORD116-5,0.0
NDUFA3P1,0.0
AC112225.1,1.0
RNU4-40P,3.0
VPS29,56.174
RNF219-AS1,7.0
BMS1P3,2.145
HAUS8,22.773
AC044839.3,1.0
H2AFB1,0.0
RNF151,3.0
AC010226.1,5.0
AL353705.4,0.0
FAHD2A,31.891000000000002
AC019077.1,7.5
AP001362.1,5.624
AP005435.3,0.0
NKG7,9.0
CCDC173,7.000000000000001
AC093459.1,0.0
MRE11,121.91100000000002
AL354714.5,0.0
LINC00355,144.07
AC002310.3,1.0
AC107375.1,58.501000000000005
SYF2P1,0.0
AC106872.8,1.051
GNB1L,15.527000000000001
RN7SL731P,6.367000000000001
RPL12P7,0.0
AL118557.1,0.0
GPM6A,41.143
WDR7-OT1,0.0
SERPINA7,1.0
RN7SKP12,0.0
OR8K1,3.0
ASAP3,25.709000000000003
AL390039.1,2.832
MRPS10P1,1.9780000000000002
SNORD74,0.0
RIMBP3,12.5
PRCD,11.0
C2orf71,11.0
TMPRSS7,9.109
EXOSC4,10.0
AL137141.1,13.0
GEM,1.0
AL121902.1,0.0
MIR4792,0.0
DCST2,10.0
AC117522.1,3.0
AP000345.1,4.0
ADAMTS17,17.252
AC005786.1,0.0
SRP19,55.827999999999996
AC005076.1,4.0
FAM90A17P,13.097000000000001
ACSM2B,159.43099999999998
ATF4P4,2.0
MELTF-AS1,1.0
AC008121.1,0.0
AC108515.1,1.0
PRAMEF1,13.75
OSBP,23.0
AP000676.4,2.0
AC008825.2,0.0
AL713851.1,3.0
IGHV1-45,0.0
AC090833.1,54.912
AC092143.1,0.0
GUCY2F,4.0
AC098614.1,25.236
AL135838.1,5.0
KPNA1,79.023
AC242426.1,3.0
NUP58P1,6.0
AC132938.1,7.82
LIN28AP1,1.0
FAM173B,9.0
CNTNAP3P2,2.295
AC022596.1,0.0
AC092069.1,3.0
RNU7-148P,1.0
MAGI2-AS1,1.0
FRZB,12.0
AC024560.3,1.0
AC005014.2,3.0
HAUS6,96.00999999999999
MIR4700,0.0
DUSP12,6.26
RNU6-663P,0.0
IQCF6,0.0
AC087072.1,0.0
CD36,164.112
LINC01400,3.32
CHCHD2P9,0.0
KCNMA1-AS2,0.0
RPL21P10,1.0
MIR1200,0.0
ABCD1P5,1.5
NRG3,13.122
C4orf36,234.684
AL590652.1,4.0
PSD,13.0
DLGAP1-AS4,6.0
AC245140.2,11.765
ANKRD33B,35.0
NUP43,59.462
HIGD1AP13,5.0
AC011491.1,3.0
AC105917.1,3.0
TCF21,119.71600000000001
Z82173.1,3.0
PMCH,1.0
HMGN2P20,2.0
PPIAP27,0.0
FAM13A-AS1,26.357999999999997
LINC01497,1.0
LAPTM4B,20.292
F10,3.0
AC125238.2,1.0
LINC00446,8.0
ERVW-1,364.74999999999994
AL024509.2,1.0
SRSF6,313.364
RFTN2,44.827
AC122129.1,27.826
AC092687.2,7.0
CERK,74.095
AC006305.1,32.751000000000005
AC099568.1,0.0
NPM1P25,4.559
ZNF519,577.3949999999999
AL356020.1,1.0
LINC02298,1.0
CARMN,91.63100000000001
AC090193.2,2.0
MIR4418,0.0
SERPINF2,4.0
AC096632.2,2.0
AL021397.1,0.0
RBMY2BP,14.0
AC004690.1,0.0
AC027698.1,26.886
AC104770.1,16.116
RN7SL842P,1.0
AL035411.1,3.852
AL360268.1,0.0
GEMIN2P2,5.0
AC006116.7,0.0
RAMP1,0.0
RNU6-804P,0.0
DAZ1,30.0
LINC00561,4.0
AL022328.3,11.013
SLFN12,39.0
AC005329.1,10.0
AC079075.2,2.0
S100A3,4.0
CCDC63,7.0
AC068473.1,1.0
TMEM212-AS1,3.0
ELOBP1,0.0
SNX18P26,1.965
LALBA,0.0
RAI1-AS1,0.0
HSPA8P8,1.0090000000000001
AC022075.2,2.0
Z75741.2,2.0
SNORD116-21,4.104
CENPL,64.39699999999999
SMPD5,1.0
AC091059.2,1.0
APOH,10.0
MCTP2,406.503
AL391427.1,2.0
AP001085.1,1.0
AC110760.2,9.0
CRY2,18.77
AP003027.1,4.0
MIR6721,0.0
RPS2P4,2.074
AC022031.1,11.0
AC111000.4,29.945
AL159153.1,6.0
RN7SL817P,4.533
FAM21EP,1.771
AC040914.1,0.0
AL354733.3,2.0
AC116407.2,5.0
SYVN1,26.000999999999998
FAM106DP,2.0
CLIP1-AS1,1.0
LINC01606,38.203
AL590639.1,0.0
HMGB1P13,0.0
AC022915.1,0.0
AC104462.1,1.0
FBXL12,27.659999999999997
ELF5,10.166
FAM196B,7.0
OLFM5P,3.0
NPM1P22,7.045
AL138789.1,3.0
BX255923.2,25.613000000000003
OR8J1,6.0
AC026780.1,10.0
MRPL47,8.0
FAM35A,13.012
Z92544.1,3.0
RPL23AP86,0.0
MEMO1P4,0.0
BNIP3P15,0.0
AC016526.3,97.954
AC091905.2,0.0
AC022695.2,4.0
RNU6-231P,0.0
AC083795.1,0.0
AC099670.2,3.0
ZNF345,69.861
AC021594.1,1.0
GATD1,93.488
IGLV3-27,0.0
AC015660.3,8.0
SNORD52,0.0
C18orf32,81.43500000000002
AC019155.3,1.0
DRAM2,22.999
AC026191.1,10.408
NTN5,7.982
RARRES2P3,1.0
ADAM19,68.0
AC025871.1,3.0
AP001001.2,2.0
RNA5SP515,0.0
DDTP1,0.0
CTAG2,0.0
CYP2F1,3.046
TRIML1,4.0
TCP11X1,2.0
OR7E2P,2.0
MTND3P10,0.0
AC021979.2,1.0
AC126755.2,5.57
AP1AR,13.0
AL110504.1,1.0
AC027541.1,1.0
C1orf68,0.0
AC004678.1,2.0
PIFO,8.0
SCGB1C1,0.0
AC011479.1,0.0
GLG1,138.178
IZUMO4,2.0
AL390860.1,8.802
NFKBIL1,2.0
ISM1,12.0
ZAN,14.0
MAGED1,84.719
AC115989.1,1.0
ABL1,26.999
AC110767.1,1.0
AC009262.1,1.0
RPSAP25,0.0
AC093879.1,10.116
AC087343.1,1.105
MKRN5P,1.001
SMIM14,150.62
AC025881.1,0.0
RNU6-890P,2.0
SYT14,111.975
AC010733.1,2.0
RPL23P4,3.0
AC005828.2,0.0
RN7SL566P,3.522
AL356273.2,9.0
AL031665.2,0.0
CLCC1,41.455999999999996
HNRNPKP2,1.015
EMCN,45.402
RPL7P30,2.0
LRRC28,45.621
AL355537.1,2.0
TMEM267,23.657
RPL39P28,0.0
AC134312.3,0.0
AC004706.3,57.215
MIR4460,0.0
MAP3K20,115.32300000000001
AC009309.1,0.0
Z98745.1,0.0
AC116003.2,4.0
RPS9,88.66300000000001
PCDH12,16.0
RNU6-653P,0.0
GNL1,56.99999999999999
AL359198.2,0.0
OR4D1,17.593
RN7SL648P,7.0
WDR5,11.145
CYSLTR2,40.0
AC093901.1,3.0
SERPINA4,2.0
AF015262.1,2.0
LZIC,29.253
FEM1AP3,0.0
SPINK7,9.0
RNA5SP241,0.0
SARS2,3.0
GNAI3,373.394
CTAGE13P,8.745
AC144652.1,1.0
AC009704.2,2.0
BX537318.2,26.559
AC099684.1,3.0
LPCAT3,18.751
TDRD3,47.495000000000005
OR6C68,1.0
AL031728.1,4.0
RNU6-782P,0.0
PRSS3P4,0.0
MPHOSPH10,21.857999999999997
AC021422.1,4.0
RN7SKP281,1.0
AC109439.2,1.204
AC120049.1,18.558
MAP7D2,3.0
VPS18,18.0
HNRNPA1P51,3.9989999999999997
AC002091.2,3.0
PPP2R3A,62.86500000000001
AC087499.6,2.048
TOLLIP,39.0
LINC01672,17.387999999999998
AL049870.3,1.0
EIF4A3,22.064
LINC01396,3.0
AC009127.1,0.0
AC011484.1,0.0
STK24-AS1,9.0
NFKBIE,8.0
RCAN3,93.62000000000002
POMGNT1,47.667
AC002059.1,1.0
SLC39A2,5.0
NDUFAF4,26.0
LINC01230,14.232000000000001
AC103987.3,7.0
ANKRD60,0.0
RPL13P6,0.0
AL121904.1,20.0
CCDC70,8.0
KRTAP2-5P,0.0
OR4E2,20.34
AC092597.1,0.0
AF127577.3,11.163
IGHVIII-25-1,0.0
AC055811.4,6.465
AC145285.2,59.701
YPEL5P3,1.0
PES1,9.0
LINC01144,0.0
AC008072.1,150.591
DYRK1A,217.962
AC018695.1,0.0
ZNF316,27.0
TMEM165,196.159
SUPT20H,92.914
AC013564.1,4.0
PLXNA1,9.0
NEUROG1,2.0
LINC02549,3.0410000000000004
OR51I2,30.0
GOLGA2P1,10.0
IGHV4-31,1.177
AC006144.1,12.76
SPATA31E1,7.0
PRAMEF9,0.0
AC239868.4,9.0
AC018470.1,2.0
C3orf49,9.879999999999999
MIR548X,0.0
AL139020.1,23.375
RNU6-969P,0.0
AL139350.1,0.0
AC147055.3,4.0
MIR346,0.0
TANC2,96.142
SP2,15.000000000000002
AC106028.3,16.878
NF1,176.832
MAGEA1,5.0
AC016924.1,1.0
AL162258.1,0.0
UFSP1,0.0
ANKRD20A5P,149.627
EEF1A1P42,1.0
RPL12P46,1.0
AC016903.2,0.0
MIR133A2,0.0
LINC01451,5.0
MIR4267,0.0
AC113349.1,0.0
AL109755.1,0.0
AC099550.1,599.2130000000001
TAGLN,14.0
AC108879.1,0.0
RN7SL396P,196.014
BARX1-AS1,1.0
TMBIM7P,3.0
MIR125B1,0.0
MIR1257,0.0
ACR,4.0
PPIAP10,0.0
CLEC7A,286.698
SEC14L2,13.0
ARSD,71.448
AF186996.5,1.0
LINC02380,6.0
KAT6A,168.08700000000002
MIR3149,0.0
AC104463.2,0.0
Z82190.1,1.0
RPL7P25,2.0
DNAJA1P1,10.0
SDHAP3,6.138
AC009238.3,0.0
AC118470.1,0.0
SLC2A8,20.0
SVBP,5.0
AL451164.1,6.0
AC005035.1,22.549
RNU6-649P,0.0
NEIL2,11.0
AC012445.1,0.0
AC092811.2,4.558
KLRC1,22.302
ADAMTS16,56.998999999999995
ZNF33BP1,10.0
TPRG1,39.687999999999995
ZNF718,16.218
CLYBL-AS2,7.0
UGT8,75.04
DNAJC2,48.68300000000001
AL109918.1,12.0
TRIM64EP,0.0
AC013489.2,1.0
AL360089.1,2.0
AC099677.2,0.0
AL670729.3,1.0
SNORA32,14.855
ODF3,4.0
SNX29P1,2.548
TMEM225B,5.0
RPL32P28,2.0
AL157413.1,1.0
TTC39C,69.261
AL161788.1,0.0
AC074051.1,2.0
AL512430.2,2.0
RNU1-86P,0.0
UBAC2,58.04299999999999
CEMIP,12.0
OR4G11P,2.762
RN7SKP245,3.0
AC005336.1,1.021
AP001825.1,3.0
AC024610.2,156.72500000000002
COA1,182.019
ARMCX5-GPRASP2,16.845
OR1A1,621.0889999999999
DDI2,113.84299999999999
AL355537.2,0.0
CNR1,14.0
MFSD6L,2.0
AC009145.2,0.0
ADAD2,10.081999999999999
CD19,17.0
COLEC12,62.889
AC015813.5,2.0
RRP36,14.644
AP001002.1,22.314
MIR1180,0.0
AC073916.1,0.0
ZSWIM1,43.415
MAST2,22.014
AC004134.1,0.0
AC010834.2,1.058
AC103810.7,0.0
AC079174.1,0.0
C11orf52,4.0
AC009779.1,0.0
HTR3D,12.0
AC144833.1,21.037
RBMY2AP,0.0
SNORD115-7,0.0
ZEB2-AS1,11.0
C2CD4A,11.620999999999999
HNRNPA1P69,15.0
C6orf106,45.0
PLOD1,62.082
HNRNPH1,282.0
AC011462.2,0.0
CNTN1,22.681
EPPIN,79.285
AC092994.1,0.0
AC121161.1,0.0
ZFY,32.0
MED26,2.0
AC239860.2,10.762
C1DP5,2.0
BCDIN3D-AS1,24.52
RNU7-102P,0.0
AC000111.1,0.0
SPRR2B,0.0
TUG1_2,0.0
AL136116.1,0.0
RNU4-25P,0.0
SNORA56,5.959
Z92846.1,0.0
SLC44A1,89.056
AC099521.1,0.0
AC245047.7,1.0
AC017002.5,14.0
AC141586.4,18.851
RAB23,24.0
PIK3R3,88.878
AL049544.1,0.0
RNU5B-1,2288.596
PKMYT1,4.0
AC090079.2,0.0
LINC01639,3.0
MIIP,14.0
FCRL1,61.163
NPM1P29,3.0
RPL3,79.166
RPL37P23,0.0
SLC2A6,18.719
AC024940.5,0.0
AC105924.1,0.0
GOLGA4,85.527
AL121989.1,3.185
IGKV1D-27,0.0
OOSP2,4.0
PCDHGB7,10.0
AC008568.2,7.0
SETD4,45.073
HCG4B,1.0
SLA,116.99999999999999
HTN1,375.586
SLC35A1,16.852
XPNPEP2,3.0
SPP2,251.417
MT-CYB,581.0
CENPO,6.0
AC011753.2,18.691
AP004782.1,11.104000000000001
Z93929.2,3.0
CT47A10,0.0
ABHD17AP4,0.0
ELOCP7,0.0
C5orf49,2.0
AL008636.1,21.0
DBIL5P,20.0
SNORD114-23,0.0
CCDC152,17.464000000000002
PURG,7.0
AC099804.1,12.0
MIR3668,2.0
MAP1LC3B2,3.0
LINC00375,4.0
HLA-W,4.01
CNBD2,24.035999999999998
ANKHD1,97.05199999999999
INHBB,7.0
ANXA10,4.0
SETD1A,19.0
ACTN4P2,1.0
CFL1P8,5.0
MTHFD2L,101.415
RACGAP1P,7.0
LINC02238,2.0
TGFB3,4.0
HOXA11-AS1_4,1.965
CTPS2,50.001000000000005
ARMC3,33.0
RN7SKP60,3.0
AC098965.1,2.0
PLK1,19.128
MIR6764,0.0
POT1,19.999
MIR3160-2,0.0
MTND4LP5,0.0
AL162171.1,2.0
TMEM161B,81.96099999999998
RPAP2P1,1.0
AVIL,52.527
SAMSN1,31.0
TOR2A,6.0
MTCO1P17,0.0
MIR6083,0.0
AC097518.1,0.0
ETV6,51.913
CCL11,3.0
SLC24A3,14.0
AL357033.3,4.0
AC068875.1,0.0
AC015978.1,1.0
MIR1264,1.0
AL355596.1,23.0
RNU6-1250P,0.0
LINC01317,7.24
GAL3ST4,7.315
ZNF733P,21.41
BCRP1,0.0
AL022238.3,0.0
NOXO1,4.0
ZZZ3,82.761
C17orf47,7.0
MYO5A,107.835
RNU1-8P,3.0
METTL15P1,0.0
AC084878.1,4.0
SMCR8,75.202
CXCL16,46.05500000000001
CDH9,29.435
CIPC,25.398000000000003
AL133166.1,12.272
AC011379.1,113.46799999999999
MARCH7,147.904
RNU6-474P,0.0
MIR8088,0.0
AP001189.4,0.0
SEPT12,1.0
RNASE9,14.0
AC008592.1,0.0
OR4C45,2.0
AL513523.3,1.0
AC055733.2,0.0
AC072052.1,0.0
RNU6-178P,1.0
OR52B6,2.0
RNA5SP48,3.0
LINC02220,1.0
RPSAP10,0.0
LINC00664,55.035
AC079416.2,16.0
MIEF1,46.162
RERGL,5.0
MRVI1-AS1,6.0
POM121,76.203
AL139099.2,4.0
MGST2,23.0
AC096713.1,1.0
IFRD1,158.862
RPL14P5,2.0
MED16,6.999
AC127002.1,3.0
AC084364.1,4.0
AL355149.1,10.193
AC011939.1,14.835999999999999
PTPRD,39.0
SCX,1.0
HMGB1P42,1.0
AC109460.4,0.0
CERS4,16.678
MRPL32P1,1.0
AC240442.1,0.0
ATP1B2,25.854
AC011944.1,13.022
AC021242.1,6.0
AC106820.1,0.0
LINC01896,3.0
SNRPCP9,0.0
AL513327.3,1.0
APEX1,9.999
AC025260.1,4.0
AL356583.3,0.0
TRAJ47,0.0
HID1,6.314
AP001542.1,1.0
POLR3GP2,8.0
PCDHGC5,2.0
LINC01783,67.656
LYPD6,17.0
GAD1,22.0
AC023590.1,28.628
MPP2,13.0
C11orf98,0.0
PMS2P3,7.111
LINC02371,1.0
EDC4,19.289
AL138775.1,2.0
FAM192BP,5.574
AC132825.3,51.0
SH3KBP1,29.0
AC136188.1,1.0
RNU6-258P,2.0
HIST1H3I,4.0
CST13P,3.0
AL049836.2,1.0
WARS2P1,0.0
AC009486.1,0.0
SAV1,36.849999999999994
AC010880.1,0.0
AL021368.4,6.571000000000001
AP000356.3,0.0
ADAMTS4,205.278
AL034397.1,1.123
AL449423.1,0.0
RPL24P7,2.0
MMP26,1.0
OR8I2,1.0
LINC02132,10.021
AC008626.2,6.195
ODF2L,999.184
ADAMTS9-AS2,44.726
MIR6835,0.0
MIR490,0.0
CUL2,42.185
AL160236.2,0.7170000000000001
EDNRB-AS1,4.0
ATP5F1P3,2.0
AC087477.2,26.048000000000002
SECTM1,23.000999999999998
AC110023.1,1.0
NIF3L1,8.0
STPG3-AS1,2.0
LINC01550,53.062
WDR3,84.717
AC027237.3,13.0
RNU6-533P,0.0
AC018767.3,3.0
LINC02358,0.0
AL157888.1,0.0
GTF3C2,40.730000000000004
MIR6783,0.0
AC116050.2,0.0
OFD1P13Y,0.0
AC023300.1,3.75
METAP1,25.0
IGHD5OR15-5A,0.0
AC104241.2,2.0
AC107993.1,16.662
MTCO1P45,0.0
JPH3,2.0
AC092368.3,0.0
LINC02001,37.441
AC068870.1,7.142
Z84478.1,9.0
AC021594.2,0.0
AL355388.2,8.0
MIR9500,0.0
CNN1,19.823
PDCL3P7,1.0
RN7SL615P,12.694
AC023906.1,0.0
PTPN20,32.33
AC021739.3,0.0
SNORD116-1,4.0
AL596268.1,0.0
RNU6ATAC3P,0.0
HIST2H4A,76.07000000000001
AC090844.3,57.765
AC104036.1,1.0
AC090751.1,0.0
AC145207.5,37.465
AL590783.1,1.0
LRRTM2,18.0
EEF1A1P13,7.417999999999999
SNORD114-12,0.0
DSCR8,12.001000000000001
ANKRD42,43.120000000000005
MYH4,18.73
RNU6-1021P,0.0
RN7SL305P,1.0
OR52Z1,0.0
CYLC2,22.616
AC055874.1,2.0
NOL8P1,17.0
AC009292.1,0.0
AC012511.1,1.0
AC108673.2,9.0
SENP5,71.276
PCDH9-AS1,0.0
LEMD1,3.0
RNF207,19.271
TSPY4,8.442
AC087894.2,4.055
AC109597.2,1.0
STX10,16.999000000000002
DEFB130D,0.0
AC006499.5,0.0
PTPN20CP,4.948
AP001001.1,6.0
RN7SL387P,2.537
HAVCR1,2.0
AC073284.1,0.0
FAM230B,72.52199999999999
AC096741.2,0.0
AC025164.1,0.0
RNU6-221P,2.0
AC005586.1,1.0
AC009970.1,0.0
AP005482.1,11.0
CYP51A1P1,1.122
MTAPP1,5.0
TRAJ48,0.0
AC135983.2,63.077999999999996
AC092364.2,10.0
